log_id,machine_id,voltage,current,wire_feed_speed,temperature,timestamp,anomaly_score,Status
31,Warrior-500i,22.703549796686513,194.22462902489576,15.977967835966115,59.242977526736524,2026-09-18 13:03:39,1,Healthy
32,Rogue-ET,29.29011720801862,248.58177936707452,13.76443351213712,71.25003750239401,2026-09-18 13:03:39,1,Healthy
33,Aristo-500ix,37.2561992842392,237.52513661451232,17.148197758940853,58.61591477379791,2026-09-18 13:03:39,1,Healthy
34,Warrior-500i,23.476075329767603,187.97314883358484,15.97508295349336,72.66634820671622,2026-09-18 13:08:39,1,Healthy
35,Rogue-ET,29.768923405875675,248.13516900080896,14.222424065345411,56.17149224185481,2026-09-18 13:08:39,1,Healthy
36,Aristo-500ix,37.54294723008396,205.1089549093055,17.89738116242338,69.78483523890492,2026-09-18 13:08:39,1,Healthy
37,Warrior-500i,29.950719606062727,185.54861207335682,17.392352308116138,47.90505205252574,2026-09-18 13:13:39,1,Healthy
38,Rogue-ET,30.22192251732121,234.25825886626268,15.49963677336398,45.04188529812925,2026-09-18 13:13:39,1,Healthy
39,Aristo-500ix,30.869307734663842,262.6571748156839,17.981923554868104,59.42332250895215,2026-09-18 13:13:39,1,Healthy
40,Warrior-500i,27.257719857461026,193.87715598442048,11.819232992881313,50.39444803744138,2026-09-18 13:18:39,1,Healthy
41,Rogue-ET,37.705752954920854,218.98125119809083,12.108687495910992,54.78212084198152,2026-09-18 13:18:39,1,Healthy
42,Aristo-500ix,24.012557405532046,250.05579338431738,16.084911774743983,64.2761192779738,2026-09-18 13:18:39,1,Healthy
43,Warrior-500i,23.929038645811055,244.1562276680291,13.909218067714747,69.23538806316503,2026-09-18 13:23:39,1,Healthy
44,Rogue-ET,27.69479274705365,159.2357927389258,12.967435425843943,59.63194447439529,2026-09-18 13:23:39,1,Healthy
45,Aristo-500ix,33.341309342432915,262.9154713367916,12.45493734241566,52.274151520374794,2026-09-18 13:23:39,1,Healthy
46,Warrior-500i,37.85078720429241,188.04360906169993,11.96439430252273,74.22174887210718,2026-09-18 13:28:39,1,Healthy
47,Rogue-ET,33.97934616813731,247.18694957120587,11.86290170344104,73.52076328839038,2026-09-18 13:28:39,1,Healthy
48,Aristo-500ix,31.218966618992187,281.2306185202025,13.53593997049926,64.18573803670749,2026-09-18 13:28:39,1,Healthy
49,Warrior-500i,32.35412630282574,294.2677408404169,16.105667859939736,46.76153137479936,2026-09-18 13:33:39,1,Healthy
50,Rogue-ET,32.752739792954486,226.78610444285627,11.417854198516487,55.651783893389194,2026-09-18 13:33:39,1,Healthy
51,Aristo-500ix,31.556572929248347,273.7342213086999,15.754065089438482,48.997277688207305,2026-09-18 13:33:39,1,Healthy
52,Warrior-500i,26.33452023351733,229.35940214467624,11.927441198805393,64.52968133631829,2026-09-18 13:38:39,1,Healthy
53,Rogue-ET,33.702778695824016,155.12343089945193,17.170030300663687,52.924048872909005,2026-09-18 13:38:39,1,Healthy
54,Aristo-500ix,29.73882763107065,285.26424653093693,14.660009930085305,63.84258102650756,2026-09-18 13:38:39,1,Healthy
55,Warrior-500i,32.5149742732766,276.3271910216139,14.513980979422072,61.90563906241535,2026-09-18 13:43:39,1,Healthy
56,Rogue-ET,28.33177936956152,291.9058225496973,11.35407408617618,58.374911825127974,2026-09-18 13:43:39,1,Healthy
57,Aristo-500ix,24.83845037592684,271.6457154814159,15.65407417609335,59.01167394748724,2026-09-18 13:43:39,1,Healthy
58,Warrior-500i,30.469892013551398,168.4526777249147,12.229055191057798,67.99924903957977,2026-09-18 13:48:39,1,Healthy
59,Rogue-ET,33.402665745034994,230.5815981935175,12.908842660036509,66.33823867058702,2026-09-18 13:48:39,1,Healthy
60,Aristo-500ix,32.90565168601965,197.9588065538212,11.33172212458831,68.58849602063978,2026-09-18 13:48:39,1,Healthy
61,Warrior-500i,27.990873756287314,177.60770120358276,10.17994577397645,46.40222219261498,2026-09-18 13:53:39,1,Healthy
62,Rogue-ET,29.00710055045424,162.66679776311955,14.139533950355997,51.03662253186297,2026-09-18 13:53:39,1,Healthy
63,Aristo-500ix,29.199353556552023,186.53429480617206,13.967159311441312,53.02186388069445,2026-09-18 13:53:39,1,Healthy
64,Warrior-500i,34.98638940642478,194.75988357356988,14.909074841278798,57.32802030782136,2026-09-18 13:58:39,1,Healthy
65,Rogue-ET,34.342448881396315,227.39355952846444,11.091853391545657,58.70400101573102,2026-09-18 13:58:39,1,Healthy
66,Aristo-500ix,26.612316364733125,169.46783092358686,13.47668818533997,73.06550698589903,2026-09-18 13:58:39,1,Healthy
67,Warrior-500i,25.82969535141157,288.57947049370705,11.549647198873707,66.5913928432759,2026-09-18 14:03:39,1,Healthy
68,Rogue-ET,34.281605496968226,238.75801505760197,15.366113139588666,52.7960098092232,2026-09-18 14:03:39,1,Healthy
69,Aristo-500ix,27.81952645830936,173.4731542280548,13.598511452115229,74.57922177785436,2026-09-18 14:03:39,1,Healthy
70,Warrior-500i,31.25552351623707,230.7762026164071,17.531068286854023,48.73927351223154,2026-09-18 14:08:39,1,Healthy
71,Rogue-ET,26.39929299444375,176.99423647338082,14.240640339628047,62.139677383050966,2026-09-18 14:08:39,1,Healthy
72,Aristo-500ix,27.585121864849903,154.43390279019917,14.283522686016548,45.22806457659532,2026-09-18 14:08:39,1,Healthy
73,Warrior-500i,33.777858977903506,255.68081392121238,14.001765846165306,49.58182635331605,2026-09-18 14:13:39,1,Healthy
74,Rogue-ET,35.05731346718445,196.5242642720025,13.197444631127482,63.686818549903556,2026-09-18 14:13:39,1,Healthy
75,Aristo-500ix,22.960388495518607,239.17411738693977,15.892297583374773,72.32044037911336,2026-09-18 14:13:39,1,Healthy
76,Warrior-500i,24.97722734151213,263.2352320477753,13.082755339701958,62.14778872037325,2026-09-18 14:18:39,1,Healthy
77,Rogue-ET,33.99355760691862,204.40457500613772,14.023685368599235,55.193234597232035,2026-09-18 14:18:39,1,Healthy
78,Aristo-500ix,28.356673798753224,258.91542312264494,12.059899812775367,56.98401993450769,2026-09-18 14:18:39,1,Healthy
79,Warrior-500i,35.679334075532935,210.1054160305103,10.73268221564403,63.62699305909925,2026-09-18 14:23:39,1,Healthy
80,Rogue-ET,28.13958099222262,198.79679274478445,17.9260020169613,52.16249525154397,2026-09-18 14:23:39,1,Healthy
81,Aristo-500ix,37.77155164907851,228.7159913253529,14.420194635526432,72.38497203479032,2026-09-18 14:23:39,1,Healthy
82,Warrior-500i,24.72865269349123,297.4021228944863,11.221147457875823,54.09839734678084,2026-09-18 14:28:39,1,Healthy
83,Rogue-ET,29.814155667260394,202.8176256066987,11.692851964951203,65.85805681966924,2026-09-18 14:28:39,1,Healthy
84,Aristo-500ix,30.038576065782046,165.5600247952947,11.568351436993513,56.41858424053464,2026-09-18 14:28:39,1,Healthy
85,Warrior-500i,23.01227698525762,155.50985771476002,16.529397330771953,46.87957483928854,2026-09-18 14:33:39,1,Healthy
86,Rogue-ET,25.843532467766963,295.0136187781922,10.147273261140837,73.37337781457518,2026-09-18 14:33:39,-1,Action Required
87,Aristo-500ix,23.11971589955713,153.95702852345187,12.876405243752835,70.2756407048073,2026-09-18 14:33:39,1,Healthy
88,Warrior-500i,28.61444440968716,215.93327728811067,13.676094435971129,73.70903590563677,2026-09-18 14:38:39,1,Healthy
89,Rogue-ET,27.95086214832661,178.93437214118143,11.346865930518888,57.12013002090935,2026-09-18 14:38:39,1,Healthy
90,Aristo-500ix,34.28053665846686,158.59388113495365,10.234049630383769,49.56393257134535,2026-09-18 14:38:39,1,Healthy
91,Warrior-500i,26.7788636969624,194.6189100476654,12.611949100950564,61.15087805886375,2026-09-18 14:43:39,1,Healthy
92,Rogue-ET,28.973866356288067,151.1567339826435,11.654543889237669,63.595689720624684,2026-09-18 14:43:39,1,Healthy
93,Aristo-500ix,32.21145949118679,213.7720869688052,13.593124309355353,71.1685666605485,2026-09-18 14:43:39,1,Healthy
94,Warrior-500i,31.183435854305692,200.60804377361728,11.183175678635697,58.740737318265545,2026-09-18 14:48:39,1,Healthy
95,Rogue-ET,22.493850823777784,218.90623624007898,17.60053106867365,54.61284300170192,2026-09-18 14:48:39,1,Healthy
96,Aristo-500ix,34.78851512924632,157.9773708748493,12.836063390486242,61.87549368165231,2026-09-18 14:48:39,1,Healthy
97,Warrior-500i,30.200931307408275,160.74239252839595,12.92016603696976,56.56777230263179,2026-09-18 14:53:39,1,Healthy
98,Rogue-ET,37.71999964230812,167.66283491610173,10.734545240044223,62.13257467391104,2026-09-18 14:53:39,1,Healthy
99,Aristo-500ix,30.207599172644784,243.7148303386541,14.462827914303377,70.25715619475206,2026-09-18 14:53:39,1,Healthy
100,Warrior-500i,24.54319567898903,181.96171547524327,15.633408839568482,46.33086798909127,2026-09-18 14:58:39,1,Healthy
101,Rogue-ET,35.42522718008413,209.09049115669234,17.312580772937643,61.971373418677544,2026-09-18 14:58:39,1,Healthy
102,Aristo-500ix,22.479646169667745,286.51058282956427,12.77616646735482,48.08818949563518,2026-09-18 14:58:39,1,Healthy
103,Warrior-500i,23.985683002129623,226.45441237907573,11.137746039295875,63.69468954804867,2026-09-18 15:03:39,1,Healthy
104,Rogue-ET,29.74388571781089,229.45673819866838,12.013876975264147,47.4455401632032,2026-09-18 15:03:39,1,Healthy
105,Aristo-500ix,25.60234681955864,260.0930616534065,12.400137500828668,50.88052682698294,2026-09-18 15:03:39,1,Healthy
106,Warrior-500i,23.23203283841074,270.40995525329686,17.252219518636526,57.67191870486802,2026-09-18 15:08:39,1,Healthy
107,Rogue-ET,36.21213589940227,295.95403947422574,17.691637931483584,71.87814379987715,2026-09-18 15:08:39,-1,Action Required
108,Aristo-500ix,28.31153726073409,215.85035111844581,17.71538663045918,62.812296976136594,2026-09-18 15:08:39,1,Healthy
109,Warrior-500i,32.9112224945693,167.44443492004382,17.11545508590332,71.94693899440009,2026-09-18 15:13:39,1,Healthy
110,Rogue-ET,26.951199006503387,271.29551142298254,11.509720138488653,51.79996672463443,2026-09-18 15:13:39,1,Healthy
111,Aristo-500ix,29.64684430076964,186.34217890250181,15.159223167081516,47.26327632536843,2026-09-18 15:13:39,1,Healthy
112,Warrior-500i,35.67901105681331,233.72206138283894,15.179613221562743,74.35082737218737,2026-09-18 15:18:39,1,Healthy
113,Rogue-ET,34.31710006898928,172.39153989875288,16.807101547710097,70.6774491062249,2026-09-18 15:18:39,1,Healthy
114,Aristo-500ix,34.06801448456106,247.85302757621562,14.337590962758224,65.66063187328949,2026-09-18 15:18:39,1,Healthy
115,Warrior-500i,37.75674024862994,244.5633469550903,17.438935430956867,71.65225032947181,2026-09-18 15:23:39,1,Healthy
116,Rogue-ET,36.881040903728156,186.8776873759545,15.162964253413199,65.77926581433779,2026-09-18 15:23:39,1,Healthy
117,Aristo-500ix,23.558059777409262,228.95209805127655,15.202646744533403,56.1613885850552,2026-09-18 15:23:39,1,Healthy
118,Warrior-500i,24.794635197317323,183.44776500370455,12.520929409712565,52.69605178805125,2026-09-18 15:28:39,1,Healthy
119,Rogue-ET,22.039348233839135,163.1777423049945,13.687203509708397,63.53219517570923,2026-09-18 15:28:39,1,Healthy
120,Aristo-500ix,32.006209648003484,229.2869016791455,13.256115801951806,45.190872983983084,2026-09-18 15:28:39,1,Healthy
121,Warrior-500i,32.89773334868227,173.82093080857473,16.21856002725052,54.43000260005836,2026-09-18 15:33:39,1,Healthy
122,Rogue-ET,25.65840420133562,154.3537178707286,17.290076049421533,68.15841289029936,2026-09-18 15:33:39,1,Healthy
123,Aristo-500ix,23.389003238218166,208.28039243992512,14.948379850486646,48.15698819870241,2026-09-18 15:33:39,1,Healthy
124,Warrior-500i,32.916197948106436,153.79368730817237,17.590684858735262,64.0802297074332,2026-09-18 15:38:39,1,Healthy
125,Rogue-ET,25.13175109508733,180.1021625991821,12.860146585701752,54.889814420618194,2026-09-18 15:38:39,1,Healthy
126,Aristo-500ix,34.424757192867084,230.13681400805683,10.66778228826941,72.22575560558579,2026-09-18 15:38:39,1,Healthy
127,Warrior-500i,26.311594235012993,250.48947998814003,16.675427754278324,52.65746329878748,2026-09-18 15:43:39,1,Healthy
128,Rogue-ET,37.32434769004227,158.98134111775727,13.879849269478239,49.2442720114335,2026-09-18 15:43:39,1,Healthy
129,Aristo-500ix,26.58267901146155,199.57909047742157,15.908348285143493,63.965255438217454,2026-09-18 15:43:39,1,Healthy
130,Warrior-500i,31.200152051921542,225.92250073188285,10.976801238676789,50.09908313693591,2026-09-18 15:48:39,1,Healthy
131,Rogue-ET,25.174657882009946,221.3904000704714,15.788564129693224,61.232193243717774,2026-09-18 15:48:39,1,Healthy
132,Aristo-500ix,24.306268851864175,153.6277778276976,15.354052460261961,60.095538385907304,2026-09-18 15:48:39,1,Healthy
133,Warrior-500i,26.233845427044972,275.1933335387724,10.54840598181271,64.16305434952075,2026-09-18 15:53:39,1,Healthy
134,Rogue-ET,32.32319937384347,263.2328433903146,15.730279840019463,52.87366335070084,2026-09-18 15:53:39,1,Healthy
135,Aristo-500ix,35.593590402196426,224.09218717518627,16.54778587003475,53.83415007293242,2026-09-18 15:53:39,1,Healthy
136,Warrior-500i,33.50692080066105,281.1602024296658,12.144170542128165,58.08360058303131,2026-09-18 15:58:39,1,Healthy
137,Rogue-ET,37.548402757543,226.31925844992594,16.676105991723166,59.40339361153538,2026-09-18 15:58:39,1,Healthy
138,Aristo-500ix,32.18542869053667,277.3410691106234,12.508500573253098,73.16784918233762,2026-09-18 15:58:39,1,Healthy
139,Warrior-500i,30.669559815592763,214.8585556497171,13.717315625052988,68.5422832771346,2026-09-18 16:03:39,1,Healthy
140,Rogue-ET,23.68518579861508,184.170245805048,11.783626004846049,45.78629989134917,2026-09-18 16:03:39,1,Healthy
141,Aristo-500ix,31.01577839865992,245.73132827493137,15.124000957724132,56.56793302391529,2026-09-18 16:03:39,1,Healthy
142,Warrior-500i,29.146648843449395,278.17911387044137,13.458368528875177,61.556910776738846,2026-09-18 16:08:39,1,Healthy
143,Rogue-ET,33.50840906285325,287.54225458992084,11.774315109615312,52.52048303984376,2026-09-18 16:08:39,1,Healthy
144,Aristo-500ix,35.36322731434246,171.70592984510435,17.166163799633928,57.36169724619384,2026-09-18 16:08:39,1,Healthy
145,Warrior-500i,30.780114759360345,272.6187306904779,10.660020108955683,46.46237239281444,2026-09-18 16:13:39,1,Healthy
146,Rogue-ET,28.952962528061562,211.78658150118227,10.446159307611982,48.707767382924445,2026-09-18 16:13:39,1,Healthy
147,Aristo-500ix,26.550134281488013,239.76529347145288,15.352290540242508,52.30977749404994,2026-09-18 16:13:39,1,Healthy
148,Warrior-500i,22.193160794405365,241.66787026911538,10.97697095205002,46.30562060077026,2026-09-18 16:18:39,1,Healthy
149,Rogue-ET,25.95983183715828,268.1172387447116,10.21875291130386,57.71496307125437,2026-09-18 16:18:39,1,Healthy
150,Aristo-500ix,27.55093451366409,214.7411928564764,10.766946134365629,45.76832213112462,2026-09-18 16:18:39,1,Healthy
151,Warrior-500i,35.57430101009511,170.9193869933972,12.085923260150004,50.90002442867895,2026-09-18 16:23:39,1,Healthy
152,Rogue-ET,22.52366877983063,262.49517504121917,16.629691988136802,47.439485747418146,2026-09-18 16:23:39,1,Healthy
153,Aristo-500ix,27.496965921110746,196.74968465091217,13.259058092946793,68.74037228146165,2026-09-18 16:23:39,1,Healthy
154,Warrior-500i,28.483394073224517,255.66607526661414,17.30285520929794,67.80974439824011,2026-09-18 16:28:39,1,Healthy
155,Rogue-ET,24.47541998999078,203.6548729789745,17.137244312790028,53.7740814370018,2026-09-18 16:28:39,1,Healthy
156,Aristo-500ix,22.203661754335666,224.2505166408489,14.54928511671681,63.02941666003174,2026-09-18 16:28:39,1,Healthy
157,Warrior-500i,24.1152250598903,175.9167902897912,10.509453121681645,50.60554593496127,2026-09-18 16:33:39,1,Healthy
158,Rogue-ET,37.31099330599531,216.27576622428526,16.675099801283704,53.981336459283284,2026-09-18 16:33:39,1,Healthy
159,Aristo-500ix,30.43108757469117,231.01272503438634,10.77115180192638,66.07946181320945,2026-09-18 16:33:39,1,Healthy
160,Warrior-500i,33.809810526138754,216.15547385560046,16.595206527038815,55.28426537093681,2026-09-18 16:38:39,1,Healthy
161,Rogue-ET,37.59825736641125,203.41779765521292,13.939559474917004,54.42805713792875,2026-09-18 16:38:39,1,Healthy
162,Aristo-500ix,23.762514772586893,259.82138583775316,10.437304845697653,58.222509191586454,2026-09-18 16:38:39,1,Healthy
163,Warrior-500i,22.115356734183827,268.4437449203988,11.570105023767198,72.1581645560458,2026-09-18 16:43:39,1,Healthy
164,Rogue-ET,36.24572371056904,291.92013176740465,12.547102190592064,53.251332484912666,2026-09-18 16:43:39,1,Healthy
165,Aristo-500ix,37.12513924837317,159.7385428855222,13.555256537875469,64.77301232161315,2026-09-18 16:43:39,1,Healthy
166,Warrior-500i,27.647183500983374,249.09088593482713,15.092277534861285,53.78492813499807,2026-09-18 16:48:39,1,Healthy
167,Rogue-ET,23.981186854648392,296.62742203954485,14.205273977351133,67.7593651768616,2026-09-18 16:48:39,1,Healthy
168,Aristo-500ix,22.013580221530535,215.47775528406086,15.85034543019874,54.50678701866368,2026-09-18 16:48:39,1,Healthy
169,Warrior-500i,28.462725610948475,295.866943146659,11.110349980581388,49.84039861755206,2026-09-18 16:53:39,1,Healthy
170,Rogue-ET,30.312285100060752,216.21459998186796,15.149660563574056,62.50020389003321,2026-09-18 16:53:39,1,Healthy
171,Aristo-500ix,22.82738184461266,213.5300138879922,14.790102405527971,65.2596723725867,2026-09-18 16:53:39,1,Healthy
172,Warrior-500i,29.60987983049204,268.7774605334346,14.853484469162877,48.68334289309781,2026-09-18 16:58:39,1,Healthy
173,Rogue-ET,28.9246998725287,236.97434832069706,12.430864929229378,59.61103089677933,2026-09-18 16:58:39,1,Healthy
174,Aristo-500ix,27.466467803617423,151.65045956701763,11.021698619750513,63.09363497292095,2026-09-18 16:58:39,1,Healthy
175,Warrior-500i,36.81776183619685,222.51641375523673,15.757484947921824,74.75762409353047,2026-09-18 17:03:39,1,Healthy
176,Rogue-ET,37.005937834707396,215.10681794019848,15.615683495416123,73.79291218357284,2026-09-18 17:03:39,1,Healthy
177,Aristo-500ix,28.34949474351761,212.57068983873089,13.44718486945169,72.88623602292259,2026-09-18 17:03:39,1,Healthy
178,Warrior-500i,32.23073911677164,185.03647042156337,15.422643311957417,74.69116928855962,2026-09-18 17:08:39,1,Healthy
179,Rogue-ET,23.051199371719026,299.1036667352088,15.916187015079306,49.50546285578247,2026-09-18 17:08:39,-1,Action Required
180,Aristo-500ix,22.615846785576593,263.98582562185686,17.833210167727856,71.57813483885444,2026-09-18 17:08:39,1,Healthy
181,Warrior-500i,36.215975067252586,248.76369863057045,12.993786573342629,51.95673360980677,2026-09-18 17:13:39,1,Healthy
182,Rogue-ET,23.932296065637026,194.83310928033376,10.406424687739644,72.81343633307074,2026-09-18 17:13:39,1,Healthy
183,Aristo-500ix,30.37264542738241,238.4245697654958,10.13574916289791,62.11514167458172,2026-09-18 17:13:39,1,Healthy
184,Warrior-500i,34.17900716732146,180.94399089771693,17.086164381588652,65.73843317488075,2026-09-18 17:18:39,1,Healthy
185,Rogue-ET,22.898287854806554,284.00764667785757,12.438852803915466,48.9996448490079,2026-09-18 17:18:39,1,Healthy
186,Aristo-500ix,26.123417019143293,204.6968035312785,10.499264862314888,72.51087526144102,2026-09-18 17:18:39,1,Healthy
187,Warrior-500i,30.255027309962486,284.69727400572094,17.960499702859384,69.76963079656078,2026-09-18 17:23:39,1,Healthy
188,Rogue-ET,22.05167154815082,285.69288989751544,13.962914589130254,57.99830812336805,2026-09-18 17:23:39,1,Healthy
189,Aristo-500ix,34.79062015394321,172.1885268489517,13.01571996110484,74.07995676359425,2026-09-18 17:23:39,1,Healthy
190,Warrior-500i,31.944916392118092,224.44994369058688,13.865167815725078,71.79114948506405,2026-09-18 17:28:39,1,Healthy
191,Rogue-ET,24.156188278671195,239.46175381081468,15.702317226292095,69.81432261450124,2026-09-18 17:28:39,1,Healthy
192,Aristo-500ix,31.351989512585078,206.96640726207758,11.80624218123194,55.74102965355037,2026-09-18 17:28:39,1,Healthy
193,Warrior-500i,34.23109227051026,264.854581827777,13.774659200240887,57.12434285860655,2026-09-18 17:33:39,1,Healthy
194,Rogue-ET,31.60548113605725,228.72650886957462,13.565506431035296,69.09708926560036,2026-09-18 17:33:39,1,Healthy
195,Aristo-500ix,22.78087701335953,210.1907903040006,16.567272182178556,65.41681906922217,2026-09-18 17:33:39,1,Healthy
196,Warrior-500i,36.275042884801245,235.7055129140845,11.80050816663906,47.61745931391731,2026-09-18 17:38:39,1,Healthy
197,Rogue-ET,27.985879559840363,270.89849304548284,14.55804755850812,65.60209386874426,2026-09-18 17:38:39,1,Healthy
198,Aristo-500ix,24.805137255743183,158.3573162906036,15.866964465888236,72.55566857311173,2026-09-18 17:38:39,1,Healthy
199,Warrior-500i,28.3851028365222,296.4593389909613,17.446171964552242,57.03940202624001,2026-09-18 17:43:39,1,Healthy
200,Rogue-ET,26.966452072931265,245.48681471736552,15.143309190616229,72.63294783678627,2026-09-18 17:43:39,1,Healthy
201,Aristo-500ix,25.010934285172603,277.5267086950771,17.406770638593418,61.760427081309494,2026-09-18 17:43:39,1,Healthy
202,Warrior-500i,35.112499542900906,249.09153154753218,17.25895304876751,64.25969850657796,2026-09-18 17:48:39,1,Healthy
203,Rogue-ET,37.93241058147648,197.47706741802114,12.95683093730037,58.28058983857814,2026-09-18 17:48:39,1,Healthy
204,Aristo-500ix,32.385286818928634,214.78615368235,14.187700255090533,63.17167579165485,2026-09-18 17:48:39,1,Healthy
205,Warrior-500i,35.24010021083739,285.85913280766925,12.270505982971144,66.44099684220632,2026-09-18 17:53:39,1,Healthy
206,Rogue-ET,35.968416783732664,194.4856792956428,15.981778412560582,70.51617885389594,2026-09-18 17:53:39,1,Healthy
207,Aristo-500ix,29.40816745304957,247.446771522113,13.922409638214017,61.40580974991605,2026-09-18 17:53:39,1,Healthy
208,Warrior-500i,28.573052745919284,288.4774339053893,11.19242386182485,46.89599129624362,2026-09-18 17:58:39,1,Healthy
209,Rogue-ET,25.081374796162244,251.7335629681008,15.514536623986459,65.37446371321431,2026-09-18 17:58:39,1,Healthy
210,Aristo-500ix,26.24238025521334,208.80056052719638,10.530500666411738,73.3605681243215,2026-09-18 17:58:39,1,Healthy
211,Warrior-500i,31.933324826845908,273.65741765285264,17.42493598574341,50.13858922103769,2026-09-18 18:03:39,1,Healthy
212,Rogue-ET,23.5247477252945,157.48116665481075,10.882892122434088,57.15622339674324,2026-09-18 18:03:39,1,Healthy
213,Aristo-500ix,35.91048519360479,260.8153424862551,11.022006560076012,51.50014217956503,2026-09-18 18:03:39,1,Healthy
214,Warrior-500i,31.213084166082922,218.20329766974444,17.291791518543793,51.44553411743285,2026-09-18 18:08:39,1,Healthy
215,Rogue-ET,28.248152516628338,246.16217216071502,13.79566238261046,55.43011590193821,2026-09-18 18:08:39,1,Healthy
216,Aristo-500ix,27.160432033343668,179.2294390535287,17.285032875122802,59.61578380334335,2026-09-18 18:08:39,1,Healthy
217,Warrior-500i,33.932499851052754,279.6220451097664,13.38636735908264,53.5281626877036,2026-09-18 18:13:39,1,Healthy
218,Rogue-ET,32.76608884132133,188.9718993119314,12.149714210765463,69.22912052368127,2026-09-18 18:13:39,1,Healthy
219,Aristo-500ix,35.739432333281634,282.4113545774653,17.322190782110166,46.406270777129784,2026-09-18 18:13:39,1,Healthy
220,Warrior-500i,28.706730573405594,185.90128187636964,17.796142587429696,59.32373698428731,2026-09-18 18:18:39,1,Healthy
221,Rogue-ET,29.68006728619497,242.44991982101243,12.40770239803253,49.122146687443916,2026-09-18 18:18:39,1,Healthy
222,Aristo-500ix,24.958719833168942,258.93583626855525,11.493703877346555,71.18210878396582,2026-09-18 18:18:39,1,Healthy
223,Warrior-500i,28.160707290878328,272.9902331881449,16.093689059031348,63.42455775133756,2026-09-18 18:23:39,1,Healthy
